w	aiii	av	biii	bv	fiii	fv	giii	gv	kiii	kv	miii	mv
5995.0	0.805367	0.809799	0.774065	0.766489	0.901937	0.904202	0.998571	0.946946	1.124263	1.168339	0.804241	1.139215
6000.0	0.790434	0.807166	0.774378	0.771728	0.898696	0.900876	0.992179	0.942658	1.121602	1.163963	0.749339	1.152817
6005.0	0.792967	0.799620	0.771324	0.766579	0.893071	0.890206	0.977278	0.936677	1.120556	1.157940	0.750088	1.164966
6010.0	0.807092	0.794678	0.771174	0.765732	0.886917	0.883259	0.971576	0.931962	1.119759	1.152110	0.798248	1.174696
6015.0	0.797387	0.789760	0.772687	0.764383	0.883617	0.873615	0.968702	0.928250	1.121252	1.148895	0.852536	1.184870
6020.0	0.778209	0.790704	0.765254	0.762260	0.881501	0.869832	0.968568	0.917488	1.125552	1.150721	0.863346	1.200201
6025.0	0.782688	0.798498	0.760574	0.762612	0.882291	0.878108	0.981230	0.924887	1.147932	1.159039	0.856658	1.222675
6030.0	0.786808	0.793710	0.761089	0.764971	0.892397	0.886700	0.995494	0.941869	1.168389	1.171426	0.873538	1.250762
6035.0	0.785796	0.790628	0.758062	0.762343	0.898589	0.890468	1.005417	0.961056	1.181585	1.184486	0.876709	1.279309
6040.0	0.751169	0.793198	0.752582	0.751539	0.897835	0.886509	1.006303	0.960928	1.190600	1.194823	0.914638	1.304001
6045.0	0.765754	0.789809	0.752282	0.740558	0.895272	0.884098	1.014791	0.958291	1.207188	1.199979	1.024558	1.323894
6050.0	0.805528	0.789083	0.750308	0.743762	0.892538	0.891161	1.010912	0.954535	1.209949	1.201240	1.093347	1.338543
6055.0	0.825704	0.788334	0.750442	0.748067	0.889267	0.889982	0.998432	0.944231	1.201059	1.200826	1.057310	1.347970
6060.0	0.826389	0.791044	0.749361	0.742156	0.890314	0.890387	0.995764	0.942481	1.190703	1.200959	1.020320	1.350337
6065.0	0.829650	0.787863	0.744976	0.740062	0.889287	0.886758	0.992857	0.938100	1.200328	1.203095	1.059792	1.343495
6070.0	0.818588	0.785839	0.744702	0.740721	0.891256	0.890902	1.004206	0.943420	1.215983	1.205624	1.182100	1.331416
6075.0	0.794981	0.778388	0.741673	0.737061	0.886499	0.885550	0.995279	0.943766	1.213269	1.206167	1.218351	1.321159
6080.0	0.792969	0.774638	0.745328	0.740483	0.880948	0.880152	0.975092	0.934119	1.198978	1.202350	1.145564	1.321222
6085.0	0.797629	0.774054	0.742636	0.741932	0.881117	0.877253	0.971764	0.930318	1.192139	1.192746	1.158011	1.337538
6090.0	0.806534	0.770385	0.741934	0.744713	0.879634	0.873749	0.972562	0.921822	1.181997	1.179737	1.224995	1.365261
6095.0	0.802740	0.769875	0.737517	0.741103	0.872285	0.869664	0.973729	0.911159	1.186135	1.166657	1.243725	1.394205
6100.0	0.776800	0.765296	0.736393	0.731040	0.863079	0.864037	0.966667	0.904445	1.181281	1.156839	1.269633	1.412716
6105.0	0.784819	0.764287	0.731566	0.723654	0.866728	0.865970	0.970982	0.902734	1.175698	1.152632	1.313292	1.412076
6110.0	0.803289	0.770513	0.730579	0.726653	0.876360	0.878007	0.984840	0.922403	1.196410	1.152449	1.293107	1.396006
6115.0	0.792708	0.769573	0.734528	0.725110	0.875173	0.877734	0.982567	0.938468	1.203875	1.153719	1.271409	1.375402
6120.0	0.770645	0.760601	0.733889	0.722234	0.870119	0.873588	0.968727	0.920409	1.184807	1.153869	1.351833	1.364862
6125.0	0.774562	0.753087	0.727378	0.723193	0.867887	0.868952	0.970268	0.910654	1.170690	1.150825	1.384440	1.375547
6130.0	0.783655	0.750813	0.724946	0.723814	0.864707	0.866901	0.969055	0.910667	1.168447	1.144498	1.324813	1.401796
6135.0	0.760379	0.746198	0.724397	0.718110	0.847023	0.854341	0.940620	0.893654	1.144524	1.135293	1.382493	1.425386
6140.0	0.736887	0.740207	0.715925	0.712584	0.841645	0.850626	0.946081	0.886410	1.139866	1.123619	1.480625	1.421094
6145.0	0.749138	0.740918	0.709687	0.704356	0.848370	0.854195	0.964498	0.902032	1.157781	1.110039	1.394294	1.368325
6150.0	0.776126	0.745500	0.710292	0.706229	0.853799	0.855447	0.965980	0.912984	1.152673	1.095742	1.203846	1.270026
6155.0	0.771277	0.744052	0.715899	0.707718	0.848432	0.857170	0.956510	0.909168	1.138182	1.082075	1.059601	1.148241
6160.0	0.748714	0.740654	0.713760	0.703252	0.835276	0.847907	0.931846	0.889070	1.097128	1.070386	0.882096	1.033895
6165.0	0.746984	0.743308	0.714279	0.700263	0.829145	0.842263	0.926419	0.874223	1.079639	1.062052	0.717248	0.952263
6170.0	0.742145	0.737733	0.710640	0.701587	0.833463	0.839650	0.939393	0.877639	1.075832	1.058588	0.633807	0.907600
6175.0	0.764294	0.741267	0.707061	0.694685	0.847537	0.847673	0.956529	0.895512	1.084980	1.061539	0.618229	0.887636
6180.0	0.767828	0.747425	0.700610	0.695150	0.856822	0.852326	0.972679	0.915187	1.098809	1.072449	0.616254	0.875165
6185.0	0.749581	0.742220	0.698995	0.695888	0.855340	0.859695	0.967283	0.919759	1.091920	1.091674	0.551307	0.860021
6190.0	0.743296	0.740215	0.698812	0.698899	0.851780	0.858883	0.954278	0.910791	1.077458	1.114797	0.540362	0.843317
6195.0	0.765876	0.740021	0.704322	0.694816	0.856993	0.863129	0.968308	0.912988	1.084614	1.136211	0.628234	0.831289
6200.0	0.759793	0.742071	0.694832	0.690653	0.862821	0.867385	0.979084	0.923786	1.086639	1.150309	0.690495	0.826805
6205.0	0.752757	0.741384	0.691052	0.691537	0.864030	0.862497	0.987200	0.923742	1.084938	1.153059	0.677270	0.825293
6210.0	0.742037	0.740159	0.692554	0.687880	0.857624	0.859360	0.975218	0.925323	1.070454	1.146731	0.600630	0.819214
6215.0	0.740165	0.736055	0.692908	0.686028	0.848492	0.853785	0.952803	0.912369	1.034977	1.135175	0.545014	0.805593
6220.0	0.744034	0.735019	0.692801	0.683137	0.846351	0.851382	0.944975	0.906072	1.024885	1.122237	0.527383	0.789309
6225.0	0.742251	0.733322	0.691115	0.681987	0.846100	0.853229	0.947140	0.909787	1.016665	1.111131	0.513252	0.780060
6230.0	0.742108	0.724046	0.689679	0.680093	0.835759	0.844036	0.939643	0.904350	1.005550	1.102533	0.516265	0.784749
6235.0	0.751800	0.720273	0.691188	0.681394	0.830649	0.840369	0.952749	0.901056	1.013436	1.096486	0.542727	0.802896
6240.0	0.749689	0.718369	0.685088	0.680398	0.827473	0.838736	0.946326	0.905099	1.004780	1.093033	0.590263	0.828204
6245.0	0.734295	0.717772	0.687742	0.671690	0.819947	0.833100	0.937858	0.894153	1.010025	1.092142	0.630059	0.853934
6250.0	0.736052	0.719768	0.694186	0.674613	0.822689	0.834334	0.934414	0.893206	1.020675	1.093497	0.639927	0.878625
6255.0	0.742600	0.725595	0.689778	0.676470	0.824405	0.831122	0.915408	0.885677	1.001867	1.096705	0.628845	0.905268
6260.0	0.758503	0.722764	0.683175	0.672388	0.832986	0.832318	0.932505	0.886051	1.002925	1.101377	0.640552	0.937564
6265.0	0.745643	0.714641	0.677112	0.670230	0.839373	0.832612	0.948389	0.891308	1.029136	1.107121	0.698413	0.976025
6270.0	0.737988	0.714380	0.672196	0.662633	0.839829	0.833434	0.958969	0.901156	1.039169	1.113558	0.735379	1.015980
6275.0	0.705959	0.705698	0.654709	0.654852	0.825967	0.825762	0.947925	0.899750	1.055357	1.120306	0.724971	1.052553
6280.0	0.687310	0.693184	0.634330	0.640548	0.815605	0.812642	0.930949	0.883636	1.056936	1.126986	0.737288	1.083803
6285.0	0.709082	0.700322	0.643917	0.646604	0.827782	0.823466	0.953830	0.891028	1.069017	1.133190	0.789663	1.112125
6290.0	0.721304	0.703703	0.655977	0.656806	0.829522	0.828651	0.960361	0.900743	1.098056	1.138395	0.818678	1.145289
6295.0	0.726453	0.705912	0.659670	0.656020	0.823075	0.822851	0.945487	0.897827	1.090498	1.142051	0.836705	1.190000
6300.0	0.712382	0.703097	0.652460	0.661250	0.815372	0.817779	0.931085	0.889093	1.099899	1.143608	0.887036	1.249644
6305.0	0.719246	0.702661	0.648482	0.653481	0.822316	0.818373	0.946070	0.887745	1.110839	1.142815	0.975601	1.323264
6310.0	0.709896	0.704309	0.653010	0.649862	0.825197	0.815464	0.946163	0.894035	1.123525	1.140629	1.054673	1.402313
6315.0	0.697638	0.699221	0.651784	0.650588	0.816482	0.810543	0.921777	0.876703	1.124643	1.138304	1.061303	1.478736
6320.0	0.703830	0.700137	0.657584	0.647929	0.815336	0.812600	0.922351	0.866534	1.132616	1.137097	1.038495	1.547252
6325.0	0.710263	0.701407	0.657326	0.646387	0.824365	0.821956	0.948565	0.885130	1.149482	1.137924	1.034182	1.605331
6330.0	0.708189	0.700079	0.653755	0.642952	0.824336	0.825140	0.957277	0.893572	1.164942	1.140361	1.087739	1.655379
6335.0	0.705461	0.699093	0.649339	0.642590	0.816591	0.819993	0.944399	0.890646	1.156977	1.143641	1.141172	1.697855
6340.0	0.706440	0.696667	0.643660	0.640880	0.815225	0.816648	0.941691	0.880544	1.161187	1.147000	1.145350	1.729946
6345.0	0.702318	0.692668	0.630587	0.629945	0.819002	0.813180	0.946600	0.885842	1.166469	1.149733	1.125585	1.747429
6350.0	0.722064	0.692974	0.633476	0.631764	0.822660	0.816389	0.955020	0.887078	1.172166	1.151368	1.128449	1.746903
6355.0	0.712556	0.699511	0.640127	0.638886	0.820852	0.818498	0.941219	0.884810	1.158718	1.151492	1.212760	1.729259
6360.0	0.695189	0.697571	0.636645	0.638202	0.816921	0.812610	0.925117	0.877594	1.137905	1.149690	1.257431	1.698837
6365.0	0.703934	0.691511	0.635810	0.634887	0.816962	0.814538	0.937488	0.877174	1.155800	1.145794	1.179290	1.662285
6370.0	0.698661	0.684130	0.631283	0.623009	0.819213	0.816969	0.958769	0.887422	1.193335	1.140608	1.279811	1.628656
6375.0	0.698951	0.683151	0.628927	0.626822	0.822483	0.819607	0.961130	0.894104	1.200994	1.135179	1.516160	1.607182
6380.0	0.699152	0.681042	0.629121	0.630408	0.820956	0.817360	0.959472	0.892545	1.202692	1.130556	1.540263	1.607958
6385.0	0.699195	0.682199	0.626284	0.627451	0.817269	0.818043	0.962645	0.888121	1.210200	1.127599	1.435841	1.640273
6390.0	0.682672	0.683973	0.628061	0.625269	0.812439	0.817893	0.955778	0.890027	1.205320	1.126419	1.386760	1.703604
6395.0	0.668104	0.687031	0.626624	0.623163	0.807957	0.813009	0.950827	0.886817	1.201540	1.126940	1.390471	1.788758
6400.0	0.682364	0.686600	0.622724	0.622327	0.806900	0.807598	0.943524	0.872807	1.211166	1.129084	1.459668	1.878156
6405.0	0.697571	0.685154	0.622589	0.627268	0.805086	0.806797	0.945081	0.869151	1.213138	1.132659	1.633087	1.951417
6410.0	0.697187	0.679095	0.625051	0.626649	0.801215	0.803669	0.940723	0.863673	1.218668	1.137009	1.745774	1.997673
6415.0	0.684408	0.670386	0.627256	0.619089	0.797502	0.804657	0.941316	0.859059	1.214406	1.141362	1.672263	2.017969
6420.0	0.681396	0.666859	0.626455	0.620589	0.797827	0.797839	0.935296	0.859446	1.211056	1.144945	1.456708	2.024762
6425.0	0.686497	0.668739	0.625874	0.623797	0.803751	0.799658	0.949397	0.864185	1.215588	1.147164	1.331703	2.034807
6430.0	0.682039	0.667041	0.620347	0.620361	0.804084	0.797706	0.948877	0.874146	1.209838	1.148134	1.472116	2.059108
6435.0	0.682686	0.667499	0.616753	0.613481	0.805298	0.797486	0.947015	0.870175	1.213930	1.148146	1.684000	2.098409
6440.0	0.679806	0.668261	0.616089	0.615383	0.806318	0.799761	0.946820	0.866781	1.226730	1.147493	1.795087	2.145613
6445.0	0.678083	0.670465	0.607675	0.613272	0.807403	0.800229	0.947206	0.868221	1.234796	1.146550	1.778081	2.192129
6450.0	0.667214	0.664738	0.606302	0.606152	0.799137	0.790020	0.931606	0.861996	1.214971	1.146016	1.750570	2.232051
6455.0	0.659214	0.654357	0.609134	0.600528	0.789769	0.783729	0.934864	0.857338	1.225885	1.146673	1.829500	2.266053
6460.0	0.671628	0.653673	0.607438	0.603308	0.785215	0.780281	0.932879	0.858576	1.233518	1.149303	1.787478	2.296893
6465.0	0.672453	0.653233	0.608448	0.604833	0.786568	0.779963	0.935891	0.852936	1.225156	1.154265	1.690993	2.324083
6470.0	0.666696	0.655199	0.605393	0.602620	0.791210	0.784190	0.937819	0.859553	1.222061	1.160223	1.891793	2.345077
6475.0	0.668186	0.654367	0.602110	0.602729	0.792970	0.785952	0.939049	0.861120	1.215878	1.165416	2.109928	2.354779
6480.0	0.675380	0.653806	0.599713	0.597165	0.792066	0.784822	0.935831	0.863465	1.205679	1.168086	2.030280	2.351480
6485.0	0.670338	0.649737	0.592544	0.589387	0.784788	0.781330	0.938418	0.858218	1.189880	1.167138	1.832272	2.342523
6490.0	0.650163	0.642649	0.584351	0.591560	0.771318	0.770343	0.917942	0.848471	1.173505	1.164138	1.702591	2.342991
6495.0	0.635445	0.630319	0.588420	0.591973	0.757253	0.759067	0.873321	0.821770	1.130706	1.161318	1.699900	2.369602
6500.0	0.654228	0.637310	0.596926	0.593144	0.772328	0.774034	0.901835	0.826512	1.141802	1.160909	1.831263	2.431958
6505.0	0.666373	0.642806	0.594146	0.591456	0.790955	0.787745	0.935994	0.856926	1.185564	1.164582	2.017967	2.525648
6510.0	0.661241	0.639231	0.595705	0.588026	0.794923	0.788659	0.955272	0.874140	1.204230	1.171765	2.089115	2.631260
6515.0	0.660357	0.630404	0.589839	0.583128	0.785908	0.785722	0.948023	0.877585	1.215135	1.181323	2.009828	2.726378
6520.0	0.674856	0.629543	0.587278	0.586216	0.783182	0.789079	0.944933	0.875540	1.229455	1.192123	1.910784	2.797003
6525.0	0.673936	0.628834	0.585823	0.585215	0.783459	0.790752	0.950726	0.872476	1.239948	1.202988	2.111258	2.841916
6530.0	0.669179	0.619271	0.585643	0.583463	0.782171	0.788695	0.945326	0.867472	1.236935	1.212564	2.508590	2.869441
6535.0	0.664035	0.608376	0.585698	0.580051	0.780351	0.790954	0.950577	0.864455	1.238245	1.219456	2.645259	2.886823
6540.0	0.657990	0.596827	0.583143	0.568805	0.777087	0.787738	0.952478	0.864876	1.242585	1.222266	2.464319	2.891358
6545.0	0.618125	0.573092	0.572040	0.552316	0.765885	0.769011	0.944649	0.857731	1.221962	1.220143	2.102861	2.871766
6550.0	0.571054	0.537783	0.554977	0.529428	0.736155	0.740607	0.931222	0.842441	1.206667	1.214406	1.941195	2.821509
6555.0	0.513887	0.488401	0.525631	0.493492	0.675027	0.695880	0.898671	0.817994	1.181454	1.206920	1.942924	2.744535
6560.0	0.418854	0.422566	0.479842	0.436372	0.595619	0.625906	0.825436	0.759838	1.151167	1.199548	1.702566	2.658334
6565.0	0.458550	0.419721	0.471153	0.428599	0.604386	0.617286	0.852240	0.712194	1.137335	1.193880	1.507462	2.587502
6570.0	0.553901	0.480456	0.514554	0.485745	0.683236	0.673569	0.895730	0.771071	1.180486	1.190411	1.597756	2.547009
6575.0	0.598651	0.525287	0.551275	0.527023	0.727530	0.713156	0.910571	0.816145	1.191263	1.189360	1.621155	2.537650
6580.0	0.626449	0.558373	0.567650	0.547101	0.749247	0.742115	0.930090	0.841115	1.212274	1.190947	1.579773	2.546837
6585.0	0.626437	0.579478	0.568106	0.553236	0.755262	0.756865	0.935867	0.849893	1.225632	1.195089	1.608369	2.555798
6590.0	0.622695	0.593256	0.571114	0.557348	0.753887	0.760336	0.929752	0.847488	1.227137	1.200490	1.532452	2.549899
6595.0	0.631877	0.604904	0.570683	0.558864	0.755460	0.757888	0.922183	0.836237	1.216138	1.205552	1.364202	2.522377
6600.0	0.636027	0.613373	0.566873	0.562206	0.763427	0.760338	0.932604	0.847239	1.230319	1.208674	1.353354	2.473457
6605.0	0.642107	0.616067	0.568848	0.567525	0.766392	0.762053	0.928166	0.851696	1.231065	1.208763	1.464040	2.408232
6610.0	0.646140	0.617489	0.569694	0.571425	0.770792	0.764091	0.928933	0.849732	1.231447	1.206736	1.563460	2.335530
6615.0	0.648463	0.619764	0.573114	0.570582	0.776449	0.766106	0.944425	0.854605	1.251021	1.204019	1.505599	2.265805
6620.0	0.645928	0.623600	0.574515	0.564280	0.777967	0.767356	0.948912	0.857984	1.252768	1.202035	1.359248	2.209033
6625.0	0.643896	0.622566	0.576036	0.562008	0.773475	0.763862	0.943634	0.854146	1.234614	1.201688	1.279105	2.170290
6630.0	0.644662	0.622501	0.570397	0.564004	0.763525	0.755805	0.927806	0.842666	1.227991	1.201814	1.251015	2.144399
6635.0	0.639329	0.620274	0.561182	0.562307	0.759251	0.752846	0.920410	0.832312	1.227943	1.200729	1.250945	2.119437
6640.0	0.641793	0.618704	0.559355	0.557549	0.762501	0.758672	0.920052	0.832085	1.235805	1.196749	1.306132	2.085089
6645.0	0.648884	0.618827	0.557529	0.561951	0.766253	0.762884	0.924263	0.829274	1.229813	1.188974	1.286992	2.040782
6650.0	0.647448	0.618339	0.560233	0.557858	0.770510	0.764786	0.934282	0.833869	1.230821	1.179633	1.131831	1.997290
6655.0	0.633084	0.615435	0.553622	0.552535	0.768324	0.762891	0.937683	0.839792	1.227751	1.171740	1.063799	1.968066
6660.0	0.614512	0.614241	0.548122	0.549094	0.762601	0.758601	0.925717	0.839682	1.216957	1.168307	1.077809	1.956609
6665.0	0.602008	0.612826	0.540336	0.544985	0.760570	0.754933	0.917976	0.832606	1.207450	1.171244	1.043491	1.950042
6670.0	0.599289	0.611105	0.541879	0.539777	0.762738	0.751367	0.926799	0.835568	1.219625	1.178051	1.051923	1.928353
6675.0	0.607581	0.608152	0.537370	0.533746	0.758807	0.747476	0.921906	0.830653	1.221049	1.185125	1.080263	1.880494
6680.0	0.603814	0.607157	0.538401	0.533405	0.757390	0.745420	0.925289	0.821589	1.210098	1.188865	1.021687	1.815838
6685.0	0.620037	0.609619	0.546223	0.536387	0.761862	0.745520	0.934610	0.830051	1.216773	1.186642	0.979575	1.760666
6690.0	0.625837	0.611048	0.544093	0.536552	0.762486	0.742880	0.933157	0.836992	1.215975	1.179723	1.019525	1.738117
6695.0	0.629738	0.610370	0.543440	0.538165	0.758333	0.743561	0.922489	0.836440	1.212534	1.170351	1.046869	1.748016
6700.0	0.619893	0.610322	0.540421	0.533213	0.756124	0.744300	0.914907	0.836255	1.215791	1.160766	1.038207	1.764111
6705.0	0.612756	0.610150	0.538167	0.532522	0.753495	0.741543	0.912624	0.834413	1.217106	1.152757	1.011841	1.752899
6710.0	0.608623	0.610758	0.533918	0.535017	0.749110	0.739099	0.910404	0.822638	1.209637	1.146302	1.014187	1.699631
6715.0	0.602902	0.605944	0.531088	0.532980	0.741830	0.737746	0.901271	0.810314	1.199590	1.140923	1.011420	1.621179
6720.0	0.610154	0.603146	0.534627	0.534021	0.741998	0.738624	0.908889	0.802397	1.197990	1.136144	0.990610	1.556435
6725.0	0.610193	0.600157	0.530054	0.537009	0.746486	0.743734	0.914230	0.810217	1.207033	1.131591	0.993377	1.536974
6730.0	0.601801	0.597800	0.529917	0.532321	0.748622	0.741194	0.915936	0.817231	1.205733	1.127292	1.008257	1.564678
6735.0	0.597980	0.600734	0.526937	0.530800	0.751512	0.736884	0.911622	0.823493	1.207407	1.123377	1.006353	1.613295
6740.0	0.596303	0.602451	0.527198	0.525219	0.749378	0.732775	0.906847	0.825562	1.201642	1.119974	1.039173	1.649374
6745.0	0.597969	0.600725	0.532536	0.528069	0.745331	0.725849	0.903730	0.822077	1.193389	1.117211	1.099078	1.657163
6750.0	0.604074	0.598445	0.525653	0.530182	0.738765	0.722336	0.904528	0.815919	1.188633	1.115212	1.063712	1.646980
6755.0	0.612677	0.594431	0.526451	0.530096	0.737906	0.725158	0.912871	0.814757	1.193078	1.114095	1.015214	1.641638
6760.0	0.610872	0.593684	0.528831	0.529146	0.739427	0.729738	0.920885	0.818565	1.206941	1.113982	1.076917	1.653013
6765.0	0.606772	0.594086	0.530558	0.528988	0.740357	0.731347	0.914384	0.821717	1.201046	1.114897	1.220479	1.671666
6770.0	0.599211	0.591749	0.525315	0.524369	0.738943	0.738268	0.906172	0.817980	1.203136	1.116482	1.352388	1.678005
6775.0	0.603593	0.593756	0.521204	0.520585	0.739616	0.738977	0.917887	0.820958	1.223192	1.118286	1.347706	1.658119
6780.0	0.604310	0.595114	0.519809	0.515954	0.737461	0.735459	0.918879	0.822925	1.230725	1.119855	1.221735	1.618614
6785.0	0.599773	0.591586	0.518876	0.517241	0.734554	0.732416	0.908538	0.819767	1.212608	1.120753	1.077921	1.582955
6790.0	0.605367	0.591922	0.518341	0.518936	0.737454	0.733063	0.909798	0.820374	1.217316	1.120607	1.061875	1.570549
6795.0	0.603021	0.592987	0.521266	0.518616	0.737131	0.734156	0.907107	0.822278	1.213966	1.119058	1.126241	1.584660
6800.0	0.608733	0.594583	0.517766	0.515526	0.736832	0.736677	0.909083	0.821460	1.236219	1.115750	1.107014	1.611846
6805.0	0.608382	0.595402	0.515383	0.513619	0.735854	0.730708	0.903995	0.817508	1.238767	1.110692	1.144782	1.633766
6810.0	0.607354	0.595391	0.511791	0.507756	0.734762	0.729807	0.901414	0.812503	1.243564	1.105358	1.289255	1.642119
6815.0	0.606058	0.595446	0.507075	0.506874	0.732427	0.731170	0.905079	0.811154	1.255450	1.101589	1.422168	1.643356
6820.0	0.604903	0.591389	0.506663	0.505715	0.729009	0.726980	0.905976	0.809925	1.271045	1.101227	1.457736	1.648416
6825.0	0.604207	0.586780	0.511454	0.509969	0.726284	0.723098	0.909214	0.809021	1.280492	1.105252	1.387983	1.660334
6830.0	0.603933	0.581491	0.512850	0.509773	0.723694	0.719077	0.907323	0.802739	1.273206	1.111199	1.346002	1.673697
6835.0	0.603952	0.579413	0.509887	0.512180	0.721210	0.712502	0.898926	0.798601	1.268888	1.115746	1.383552	1.676997
6840.0	0.604136	0.586007	0.509413	0.513704	0.721086	0.704363	0.895770	0.798557	1.264004	1.115568	1.467980	1.665778
6845.0	0.604316	0.587767	0.508191	0.512361	0.720844	0.702848	0.900520	0.795328	1.259207	1.108259	1.481909	1.650889
6850.0	0.604153	0.587971	0.506925	0.511119	0.720952	0.701552	0.905284	0.797618	1.255193	1.095085	1.465733	1.646672
6855.0	0.603265	0.584908	0.505637	0.509891	0.719862	0.698933	0.902169	0.804420	1.251849	1.078229	1.510818	1.664406
6860.0	0.601273	0.579320	0.504418	0.508590	0.716238	0.693721	0.902635	0.812145	1.246744	1.059875	1.577380	1.701407
6865.0	0.597998	0.573999	0.503243	0.507301	0.710602	0.685920	0.906724	0.816876	1.239772	1.042122	1.559672	1.739514
6870.0	0.594068	0.571738	0.501947	0.506034	0.705383	0.677331	0.903714	0.817052	1.230871	1.026720	1.652199	1.761973
6875.0	0.590313	0.573184	0.500767	0.504795	0.703307	0.670888	0.896505	0.813846	1.223007	1.015338	1.956926	1.761314
6880.0	0.587565	0.576449	0.499629	0.503591	0.705299	0.668982	0.897369	0.810225	1.219617	1.009641	2.014586	1.747515
6885.0	0.586442	0.578400	0.498464	0.502356	0.709743	0.672016	0.902106	0.808691	1.222487	1.010621	1.798640	1.744373
6890.0	0.586726	0.576706	0.497282	0.501129	0.713705	0.677984	0.908783	0.809792	1.230336	1.016566	1.770505	1.771201
6895.0	0.587986	0.571301	0.496182	0.499990	0.715226	0.683377	0.909810	0.812282	1.240827	1.025093	1.908812	1.834993
6900.0	0.589793	0.564215	0.495135	0.498908	0.714738	0.685192	0.908669	0.814014	1.252540	1.033814	2.024575	1.923167
6905.0	0.591714	0.558172	0.494096	0.497826	0.714302	0.682806	0.905901	0.813304	1.264162	1.040926	2.002594	2.010291
6910.0	0.593313	0.555111	0.493069	0.496754	0.715411	0.678270	0.900920	0.809838	1.274541	1.046943	1.896873	2.077206
6915.0	0.594150	0.555465	0.492034	0.495637	0.717530	0.675092	0.895822	0.804696	1.281888	1.052962	1.900009	2.121622
6920.0	0.593787	0.558307	0.491030	0.494532	0.718341	0.676141	0.898034	0.799922	1.284003	1.060079	2.016208	2.161195
6925.0	0.591976	0.562087	0.490051	0.493526	0.715631	0.681764	0.894797	0.796149	1.279477	1.069041	2.168080	2.222654
6930.0	0.589240	0.565406	0.489143	0.492462	0.709721	0.689406	0.894839	0.793725	1.272560	1.079196	2.289810	2.318351
6935.0	0.586291	0.567551	0.488250	0.491336	0.703322	0.695205	0.893429	0.792215	1.269033	1.089543	2.361290	2.435407
6940.0	0.583845	0.568567	0.487383	0.490195	0.699675	0.696353	0.889991	0.790870	1.273265	1.099081	2.404914	2.541418
6945.0	0.582398	0.568825	0.486480	0.489131	0.700075	0.692653	0.884146	0.789438	1.284007	1.106977	2.418457	2.602267
6950.0	0.581579	0.568465	0.485534	0.487957	0.702825	0.686422	0.882165	0.788449	1.293967	1.113073	2.426199	2.612723
6955.0	0.580801	0.567156	0.484587	0.486825	0.704955	0.680828	0.881865	0.788589	1.295462	1.117383	2.554704	2.601420
6960.0	0.579477	0.564449	0.483660	0.485619	0.704353	0.677637	0.887590	0.790351	1.284602	1.119916	2.772044	2.611197
6965.0	0.577200	0.560715	0.482759	0.484504	0.701000	0.676199	0.892439	0.792889	1.266456	1.120746	2.793318	2.671841
6970.0	0.574283	0.557251	0.481755	0.483132	0.695809	0.674242	0.891471	0.794878	1.252743	1.120190	2.720862	2.773795
6975.0	0.571222	0.553110	0.484278	0.479266	0.689329	0.688529	0.859514	0.786610	1.238418	1.118629	2.707455	2.880899
6980.0	0.568510	0.551037	0.480928	0.478660	0.685249	0.682225	0.848041	0.772784	1.237922	1.116440	2.724897	2.954674
6985.0	0.566506	0.551092	0.472399	0.472638	0.689758	0.678370	0.862291	0.781283	1.272045	1.114012	2.683949	2.981117
6990.0	0.565028	0.549373	0.465451	0.469377	0.690739	0.670467	0.868372	0.783906	1.280329	1.111761	2.707875	2.986234
6995.0	0.563756	0.547174	0.468563	0.474096	0.688860	0.670618	0.868052	0.784956	1.279850	1.110111	2.827494	3.008546
7000.0	0.562374	0.541044	0.468952	0.472623	0.681841	0.669214	0.860002	0.781404	1.262966	1.109486	2.925640	3.070230
7005.0	0.560657	0.534440	0.467277	0.466437	0.676438	0.666413	0.858094	0.777387	1.250800	1.110240	2.853968	3.163769
7010.0	0.558761	0.534970	0.467120	0.468618	0.682729	0.668306	0.860669	0.778004	1.249616	1.112438	2.877747	3.255821
7015.0	0.556933	0.535926	0.468304	0.463912	0.679343	0.667555	0.843462	0.775988	1.241909	1.116078	3.111643	3.323515
7020.0	0.555423	0.538435	0.466684	0.465012	0.677214	0.663088	0.845279	0.767591	1.256010	1.121154	3.246980	3.375401
7025.0	0.554413	0.537899	0.462839	0.462007	0.676715	0.658907	0.842846	0.762701	1.254743	1.127492	3.234620	3.439295
7030.0	0.553812	0.536644	0.466269	0.464057	0.677343	0.656753	0.854750	0.762084	1.262590	1.134230	3.173134	3.534026
7035.0	0.553462	0.535311	0.469943	0.467001	0.675559	0.660353	0.859769	0.763219	1.265720	1.140337	3.123184	3.637898
7040.0	0.553204	0.534821	0.465982	0.460831	0.677794	0.666962	0.864167	0.765363	1.273367	1.144782	3.124603	3.692743
7045.0	0.552935	0.536892	0.466666	0.459544	0.683750	0.671058	0.872697	0.773035	1.288775	1.146771	3.207719	3.641212
7050.0	0.552762	0.539950	0.465656	0.460540	0.686550	0.672409	0.870709	0.776006	1.280604	1.146469	3.133300	3.472935
7055.0	0.552847	0.539744	0.466552	0.461922	0.687368	0.674295	0.862626	0.775849	1.255435	1.144277	2.659189	3.244135
7060.0	0.553350	0.537524	0.464681	0.457438	0.684673	0.669760	0.862570	0.772811	1.241298	1.140599	1.877580	3.041975
